BPS Employee ID,Worker ID,Original Bargaining Unit ID
165600,566f7a40-fb86-466c-8bb8-55094adc8140,NULL
165707,2843fddc-d0ea-4b86-907b-8e12841158cf,NULL
165709,bb87db70-a092-4481-a3fb-24321abad7ca,NULL
165735,25f4d024-de52-45f7-a871-c3a9f93f2ccf,NULL
165877,b5f63e64-4e63-4c42-bf0d-8ad7a4ebed18,NULL
165901,1aeba1ac-aa19-4f19-a81e-b9b4c1505a3b,NULL
166027,04c5f88f-78c9-49ce-bfb2-3adc34397d74,NULL
166307,b3f1aac5-3a61-42b6-ac44-2809fe1dfd4d,NULL
166324,24ffba1c-b1bb-4034-ba32-1f47ef0b0aae,NULL
166363,bb2c6e4d-1c54-4c4a-be6f-31c516911cf0,NULL
166489,36e7359d-d468-4b00-917f-0f38c37c8c53,NULL
166490,0aa6fd3d-57eb-4837-8626-df167b24f6d1,NULL
166585,b9748f94-4e84-4300-ab60-f3d98ceac77d,NULL
166591,2381d531-1158-40d9-92ac-5183ef56962d,NULL
166787,02b831d4-a6bb-4c46-88f6-fc595b01e17a,NULL
166889,8ad5b256-0b8b-431b-a4ec-70d9a4b83926,NULL
167418,25e8bfda-fac5-48c1-9594-05a4398707fd,NULL
167556,f75c5447-52bf-4813-ab88-2845b45921e9,NULL
167677,aaf35fec-2446-4322-8da8-f4117bb20494,NULL
167956,ceff462b-a693-46bd-87cc-79538fd6879c,NULL
168030,a7279561-f2ee-4b27-ae79-513fad99df4f,NULL
168152,500a6e99-55dc-40ab-8fbe-fa94b0f40f0f,NULL
168237,c6f7eed3-0987-4e3b-8407-d2f0eb469e0c,NULL
168258,2c02700f-7e57-4c83-89e7-a7bf92406293,NULL
168336,8745904d-1bb3-4fde-8570-3591ccc9ec03,NULL
168394,ef5a3373-0f03-45ba-b73b-ede7cd0a0c90,NULL
170091,acd7c4f2-c3df-4e92-ac41-4fd44d1ef0fe,NULL
170130,c6c66ef8-cf58-44b3-a8c3-9cdd373b51e8,NULL
170542,9dcd2d6d-ae2c-4c36-a070-7317850d74cf,NULL
170810,30c65108-2e7b-4d93-8f2c-5fe08440ee61,NULL
170842,6f9ca7af-3831-4724-9391-7de19251c563,NULL
170908,57458648-e817-4984-8dcd-f2b9bb62982f,NULL
170994,a9d4dbf1-0d87-4fff-bebf-1fd6cf216602,NULL
171009,63e4eaec-2454-4403-a58d-b81b5bbda54f,NULL
171052,c2fc14d6-4c83-4732-a276-2e9e9dd95e0a,NULL
171069,6090704d-f9c4-4426-a19a-b05b53e919e5,NULL
171151,4fe05b1a-3808-4bcd-a9f1-0bbf98460f84,NULL
171401,2197bee1-486c-4c73-b76b-e2bcad58e336,NULL
171435,b5756a6f-4b4d-43f1-8e93-b7250c55a1bf,NULL
171456,5c169b38-f5e6-4b4e-8927-ad7fe0e42305,NULL
171475,0fdcfde5-73d8-435c-babe-f64eaaa88f8b,NULL
171545,c127a76b-2463-4603-9c32-4e65476eaa56,NULL
171580,560d3482-7b83-4eb5-adbd-c239eb058066,NULL
171595,193da41b-0ca4-46e0-b5f4-611125ab1117,NULL
171675,1e88d4aa-c8b5-47cc-8b53-5e8f75e6522c,NULL
172105,fa22b2a9-b304-4900-8620-c0e33793ff19,NULL
172179,e3f539bb-9b66-48a5-bb12-29fa6b1261e2,NULL
172274,b4e702f9-e4f3-4ab3-a643-02d2195fb7e2,NULL
172286,5c0f554b-733d-4232-a64d-1d6a66462462,NULL
172432,774b55f8-476e-4983-8117-0870f5f0ebea,NULL
172643,a39b6418-d4cf-416b-9e38-5011a2244cf0,NULL
172644,fa997609-2264-4e50-b69c-370f2c685d1b,NULL
172811,84a05050-f9b7-45ce-8aa8-9abb6d289020,NULL
172827,201a1838-4b16-4b86-bf1a-1d52b5609c5e,NULL
172941,343be7d2-32be-48a7-ad3f-02eb95d642ea,NULL
172954,8678000e-c17b-498c-922e-af75a6a9c35f,NULL
172955,590453a1-5c1c-46af-89be-abe5e058e7a3,NULL
172970,82b3b4e2-3d06-42a6-90bc-3ddf796a130f,NULL
172998,2b3e5caf-4085-411e-b1af-85ce2f5ef57d,NULL
173100,18977c4c-8bd9-42d5-b3dc-9b9cdbbe7531,NULL
173173,c3ce92c9-245d-4512-8a18-975cb99b3648,NULL
173192,bf433629-f389-4951-af82-b97ed8108072,NULL
173409,7fdf4b41-1214-41d1-810f-8a77ec9b6af5,NULL
173414,ddc31bb2-e794-454a-bc0c-a504e7d1f790,NULL
173550,0a225cbf-33eb-4caf-a290-56d8c680d8b0,NULL
173643,26df0e9f-1c4b-472c-85dd-d890d52ce5a3,NULL
173660,7b739c60-d98e-4b14-9eca-a4268bd5b11b,NULL
175302,3eae370f-23cf-490e-b3de-5d22b5f45505,NULL
175322,5bc4b3e2-3432-46fb-8297-04b5b677c4f1,NULL
175456,adcdc32a-c33b-433f-a94d-58caf1bc5838,NULL
175471,8410f1a2-b634-4209-9a47-4adf8664a6c9,NULL
175606,8f895d6d-f97a-4649-8d85-4221d29aef0c,NULL
175663,5b57bc96-fafc-4106-b527-2fee8821b0b3,NULL
175847,3eb22405-3c58-44d0-ac27-d3980eb978fe,NULL
175873,28d0858a-8aad-4d1b-b1c5-2c135c2fee38,NULL
176073,bc187e1a-7a76-46ef-81d2-ddaefb7026b2,NULL
176171,bba7cb4e-7188-4efa-a3aa-abda878585e3,NULL
176221,0e53ede2-0ad3-4ceb-bad3-79c921c468a6,NULL
176270,107386bd-6629-4db8-a487-7b9c302b210f,NULL
176365,5fc61252-13a2-4213-ac81-637c38c2aaa6,NULL
176463,2a59bfd7-3a6e-4c44-a7df-ed1d799f819a,NULL
176597,c72b1119-5fbd-48b2-b54f-3f4bffbc34f3,NULL
176631,961f1687-ff3d-4583-9596-c06f58b18e5b,NULL
176632,56beec87-ead4-437c-bef1-22fab7e46726,NULL
176684,91d9cfd8-13ee-45ef-8ad7-f590b7da775b,NULL
176785,23b2ddc3-9bcd-43de-91aa-ce7fe413b5b3,NULL
176839,8782e06d-4672-48b0-91f6-95e7796afdc0,NULL
177022,abdb34be-be5e-4388-b808-74c30f433e1b,NULL
177437,2742b917-cd81-49b5-8cee-0908556d0efc,NULL
177444,7b9f5dc9-412a-4d4b-a80c-3593e6edcb8f,NULL
177487,c2392333-5ab3-4611-b759-805d51fb4903,NULL
177540,e21d5993-b86e-4d49-8ffa-f6530471f127,NULL
177581,d43f6f86-2c07-432c-b0f5-8a3f827b1966,NULL
177740,625e77bc-12f9-4f6b-ad9f-295bb03fb57b,NULL
177909,520ecd45-ee5b-41b6-87d5-1a5f641b3940,NULL
177922,c2ebb793-cc79-4c1a-a430-ffe423f532e2,NULL
177947,e5917c3e-7b0e-4667-bef4-5bbfc453b6c2,NULL
177955,1ae853c7-406c-44e7-9902-dd156042daa4,NULL
177966,3fe22d9a-0b2c-427d-8833-25487d7db11a,NULL
178118,0bb3de83-7954-46ba-bbfc-833e026e289b,NULL
178147,1e41ecf9-dc11-4ce3-9f7b-89460032ca81,NULL
178207,0f4378d7-598b-4470-ba17-17bf0e90f630,NULL
