field_data_body	1	entity_type	varchar	varchar(128)	NO	''	PRI	utf8mb3
field_data_body	2	bundle	varchar	varchar(128)	NO	''	MUL	utf8mb3
field_data_body	3	deleted	tinyint	tinyint(4)	NO	0	PRI	
field_data_body	4	entity_id	int	int(10) unsigned	NO	~NULL~	PRI	
field_data_body	5	revision_id	int	int(10) unsigned	YES	NULL	MUL	
field_data_body	6	language	varchar	varchar(32)	NO	''	PRI	utf8mb3
field_data_body	7	delta	int	int(10) unsigned	NO	~NULL~	PRI	
field_data_body	8	body_value	longtext	longtext	YES	NULL		utf8mb3
field_data_body	9	body_summary	longtext	longtext	YES	NULL		utf8mb3
field_data_body	10	body_format	varchar	varchar(255)	YES	NULL	MUL	utf8mb3
field_data_comment_body	1	entity_type	varchar	varchar(128)	NO	''	PRI	utf8mb3
field_data_comment_body	2	bundle	varchar	varchar(128)	NO	''	MUL	utf8mb3
field_data_comment_body	3	deleted	tinyint	tinyint(4)	NO	0	PRI	
field_data_comment_body	4	entity_id	int	int(10) unsigned	NO	~NULL~	PRI	
field_data_comment_body	5	revision_id	int	int(10) unsigned	YES	NULL	MUL	
field_data_comment_body	6	language	varchar	varchar(32)	NO	''	PRI	utf8mb3
field_data_comment_body	7	delta	int	int(10) unsigned	NO	~NULL~	PRI	
field_data_comment_body	8	comment_body_value	longtext	longtext	YES	NULL		utf8mb3
field_data_comment_body	9	comment_body_format	varchar	varchar(255)	YES	NULL	MUL	utf8mb3
